       FUNCTION                                                     SCORE    LoC   ULoC    CC    DE   DFC   LOCATION
 524   generator_create                                              0.02      7     -      1     3     0   src/libcharon/encoding/generator.c:589
 525   shunt_manager_create                                          0.02      5     -      1     3     0   src/libcharon/sa/shunt_manager.c:469
 526   ike_sa_id_create                                              0.02      4     -      1     3     0   src/libcharon/sa/ike_sa_id.c:138
 527   xauth_manager_create                                          0.02      4     -      1     3     0   src/libcharon/sa/xauth/xauth_manager.c:163
 528   eap_manager_create                                            0.02      4     -      1     3     0   src/libcharon/sa/eap/eap_manager.c:192
 529   update_sa_job_create                                          0.02      5     -      1     3     0   src/libcharon/processing/jobs/update_sa_job.c:95
 530   inactivity_job_create                                         0.02      5     -      1     3     0   src/libcharon/processing/jobs/inactivity_job.c:140
 531   encrypted_fragment_payload_create                             0.02      6     -      1     3     0   src/libcharon/encoding/payloads/encrypted_payload.c:1006
 532   initiate_tasks_job_create                                     0.02      5     -      1     3     0   src/libcharon/processing/jobs/initiate_tasks_job.c:81
 533   roam_job_create                                               0.02      5     -      1     3     0   src/libcharon/processing/jobs/roam_job.c:98
 534   stream_create_from_fd                                         0.02      5     -      1     3     0   src/libstrongswan/networking/streams/stream.c:270
 535   controller_create                                             0.02      4     -      1     3     0   src/libcharon/control/controller.c:765
 536   mac_prf_create                                                0.02      4     -      1     3     0   src/libstrongswan/crypto/prfs/mac_prf.c:85
 537   ike_header_create                                             0.02      5     -      1     3     0   src/libcharon/encoding/payloads/ike_header.c:454
 538   start_action_job_create                                       0.02      5     -      1     3     0   src/libcharon/processing/jobs/start_action_job.c:105
 539   options_create                                                0.02      5     -      1     3     0   src/libstrongswan/utils/optionsfrom.c:208
 540   rng_tester_create                                             0.02      4     -      1     3     0   src/libstrongswan/crypto/rngs/rng_tester.c:73
 541   tls_alert_create                                              0.02      5     -      1     3     0   src/libtls/tls_alert.c:228
 542   dpd_timeout_job_create                                        0.02      5     -      1     3     0   src/libcharon/processing/jobs/dpd_timeout_job.c:110
 543   spinlock_create                                               0.02      7     -      1     3     0   src/libstrongswan/threading/spinlock.c:109
 544   enumerator_create_single                                      0.02      5     -      1     3     0   src/libstrongswan/collections/enumerator.c:800
 545   nonce_payload_create                                          0.02      5     -      1     3     0   src/libcharon/encoding/payloads/nonce_payload.c:192
 546   thread_value_create                                           0.02      6     -      1     3     0   src/libstrongswan/threading/thread_value.c:78
 547   id_payload_create                                             0.02      5     -      1     3     0   src/libcharon/encoding/payloads/id_payload.c:353
 548   openssl_rng_create                                            0.02      4     -      1     3     0   src/libstrongswan/plugins/openssl/openssl_rng.c:83
 549   file_logger_create                                            0.02      6     -      1     3     0   src/libcharon/bus/listeners/file_logger.c:381
 550   aead_create                                                   0.02      4     -      1     3     0   src/libstrongswan/crypto/aead.c:174
 551   traffic_selector_substructure_create                          0.02      5     -      1     3     0   src/libcharon/encoding/payloads/traffic_selector_substructure.c:253
 552   updown_handler_create                                         0.02      4     -      1     3     0   src/libcharon/plugins/updown/updown_handler.c:214
 553   attribute_manager_create                                      0.02      4     -      1     3     0   src/libcharon/attributes/attribute_manager.c:323
 554   metadata_set_destroy                                          0.02     30     -     11     1     0   src/libstrongswan/metadata/metadata_set.c:167
 555   metadata_set_get                                              0.02     34     -     11     0     1   src/libstrongswan/metadata/metadata_set.c:122
 556   updown_listener_create                                        0.02      5     -      1     3     0   src/libcharon/plugins/updown/updown_listener.c:461
 557   ike_mid_sync_create                                           0.02      5     -      1     3     0   src/libcharon/sa/ikev2/tasks/ike_mid_sync.c:247
 558   ike_reauth_complete_create                                    0.02      5     -      1     3     0   src/libcharon/sa/ikev2/tasks/ike_reauth_complete.c:83
 559   ike_vendor_create                                             0.02      5     -      1     3     0   src/libcharon/sa/ikev2/tasks/ike_vendor.c:257
 560   send_keepalive_job_create                                     0.02      5     -      1     3     0   src/libcharon/processing/jobs/send_keepalive_job.c:73
 561   send_dpd_job_create                                           0.02      5     -      1     3     0   src/libcharon/processing/jobs/send_dpd_job.c:79
 562   psk_v1_authenticator_create                                   0.02      5     -      1     3     0   src/libcharon/sa/ikev1/authenticators/psk_v1_authenticator.c:153
 563   rekey_ike_sa_job_create                                       0.02      5     -      1     3     0   src/libcharon/processing/jobs/rekey_ike_sa_job.c:140
 564   shared_key_create                                             0.02      4     -      1     3     0   src/libstrongswan/credentials/keys/shared_key.c:89
 565   retry_initiate_job_create                                     0.02      5     -      1     3     0   src/libcharon/processing/jobs/retry_initiate_job.c:80
 566   retransmit_job_create                                         0.02      5     -      1     3     0   src/libcharon/processing/jobs/retransmit_job.c:83
 567   transform_attribute_create                                    0.02      5     -      1     3     0   src/libcharon/encoding/payloads/transform_attribute.c:222
 568   resolver_manager_create                                       0.02      5     -      1     3     0   src/libstrongswan/resolver/resolver_manager.c:76
 569   rekey_child_sa_job_create                                     0.02      5     -      1     3     0   src/libcharon/processing/jobs/rekey_child_sa_job.c:89
 570   redirect_job_create                                           0.02      5     -      1     3     0   src/libcharon/processing/jobs/redirect_job.c:89
 571   xauth_generic_create_peer                                     0.02      4     -      1     3     0   src/libcharon/plugins/xauth_generic/xauth_generic.c:225
 572   xauth_generic_create_server                                   0.02      4     -      1     3     0   src/libcharon/plugins/xauth_generic/xauth_generic.c:250
 573   delete_ike_sa_job_create                                      0.02      5     -      1     3     0   src/libcharon/processing/jobs/delete_ike_sa_job.c:117
 574   delete_child_sa_job_create_id                                 0.02      5     -      1     3     0   src/libcharon/processing/jobs/delete_child_sa_job.c:143
 575   delete_child_sa_job_create                                    0.02      5     -      1     3     0   src/libcharon/processing/jobs/delete_child_sa_job.c:118
 576   ike_verify_peer_cert_create                                   0.02      5     -      1     3     0   src/libcharon/sa/ikev2/tasks/ike_verify_peer_cert.c:100
 577   socket_manager_create                                         0.02      5     -      1     3     0   src/libcharon/network/socket_manager.c:174
 578   sender_create                                                 0.02      7     -      1     3     0   src/libcharon/network/sender.c:192
 579   pubkey_v1_authenticator_create                                0.02      5     -      1     3     0   src/libcharon/sa/ikev1/authenticators/pubkey_v1_authenticator.c:240
 580   kernel_handler_create                                         0.02      6     -      1     3     0   src/libcharon/kernel/kernel_handler.c:149
 581   signature_schemes_for_key                                     0.02      4     -      1     3     0   src/libstrongswan/credentials/keys/public_key.c:285
 582   hash_payload_create                                           0.02      5     -      1     3     0   src/libcharon/encoding/payloads/hash_payload.c:153
 583   iv_gen_rand_create                                            0.02      4     -      1     3     0   src/libstrongswan/crypto/iv/iv_gen_rand.c:66
 584   fragment_payload_create                                       0.02      6     -      1     3     0   src/libcharon/encoding/payloads/fragment_payload.c:183
 585   vendor_id_payload_create_data                                 0.02      5     -      1     3     0   src/libcharon/encoding/payloads/vendor_id_payload.c:161
 586   isakmp_dpd_create                                             0.02      5     -      1     3     0   src/libcharon/sa/ikev1/tasks/isakmp_dpd.c:103
 587   phase1_create                                                 0.02      5     -      1     3     0   src/libcharon/sa/ikev1/phase1.c:803
 588   tls_cache_create                                              0.02      4     -      1     3     0   src/libtls/tls_cache.c:218
 589   settings_kv_create                                            0.02      4     -      1     3     0   src/libstrongswan/settings/settings_types.c:22
 590   ikev1_child_sa_is_redundant                                   0.02     33     -     16     0     0   src/libcharon/sa/ikev1/task_manager_v1.c:1734
 591   unknown_payload_create                                        0.02      5     -      1     3     0   src/libcharon/encoding/payloads/unknown_payload.c:175
 592   iv_gen_null_create                                            0.02      4     -      1     3     0   src/libstrongswan/crypto/iv/iv_gen_null.c:51
 593   transform_substructure_create                                 0.02      5     -      1     3     0   src/libcharon/encoding/payloads/transform_substructure.c:271
 594   settings_section_create                                       0.02      5     -      1     3     0   src/libstrongswan/settings/settings_types.c:53
 595   ts_payload_create                                             0.02      5     -      1     3     0   src/libcharon/encoding/payloads/ts_payload.c:280
 596   ke_payload_create                                             0.02      6     -      1     3     0   src/libcharon/encoding/payloads/ke_payload.c:216
 597   tls_fragmentation_create                                      0.02      5     -      1     3     0   src/libtls/tls_fragmentation.c:504
 598   tls_protection_create                                         0.02      5     -      1     3     0   src/libtls/tls_protection.c:156
 599   tls_compression_create                                        0.02      4     -      1     3     0   src/libtls/tls_compression.c:58
 600   payload_is_known                                              0.02     31     -     15     0     0   src/libcharon/encoding/payloads/payload.c:272
 601   hasher_algorithm_for_ikev2                                    0.02     20     -     15     0     0   src/libstrongswan/crypto/hashers/hasher.c:343
 602   hasher_hash_size                                              0.02     31     -     15     0     0   src/libstrongswan/crypto/hashers/hasher.c:82
 603   private_key_equals                                            0.02     18     -     10     0     1   src/libstrongswan/credentials/keys/private_key.c:22
 604   signature_params_comply                                       0.02     28     -     15     0     0   src/libstrongswan/credentials/keys/signature_params.c:113
 605   signature_params_equal                                        0.02     28     -     15     0     0   src/libstrongswan/credentials/keys/signature_params.c:105
 606   settings_section_destroy                                      0.02     33     -     10     1     0   src/libstrongswan/settings/settings_types.c:82
 607   public_key_equals                                             0.02     18     -     10     0     1   src/libstrongswan/credentials/keys/public_key.c:72
 608   redirect_data_parse                                           0.02     34     -     10     1     0   src/libcharon/sa/redirect_manager.c:247
 609   xof_mgf1_from_hash_algorithm                                  0.02     28     -     15     0     0   src/libstrongswan/crypto/xofs/xof.c:39
 610   settings_value_as_bool                                        0.01     18     -     14     0     0   src/libstrongswan/settings/settings.c:564
 611   private_key_has_fingerprint                                   0.01     15     -      9     0     1   src/libstrongswan/credentials/keys/private_key.c:65
 612   vici_parse_value_str                                          0.01     16     -      4     2     0   src/libcharon/plugins/vici/libvici.c:533
 613   key_exchange_is_ecdh                                          0.01     19     -     14     0     0   src/libstrongswan/crypto/key_exchange.c:595
 614   tls_crypto_get_supported_groups                               0.01     20     -      4     2     0   src/libtls/tls_crypto.c:2560
 615   private_key_belongs_to                                        0.01     15     -      9     0     1   src/libstrongswan/credentials/keys/private_key.c:46
 616   hasher_algorithm_from_prf                                     0.01     23     -     14     0     0   src/libstrongswan/crypto/hashers/hasher.c:168
 617   enum_from_name_as_int                                         0.01     14     -      9     1     0   src/libstrongswan/utils/enum.c:93
 618   public_key_has_fingerprint                                    0.01     15     -      9     0     1   src/libstrongswan/credentials/keys/public_key.c:96
 619   array_compress                                                0.01     27     -      9     0     1   src/libstrongswan/collections/array.c:184
 620   asn1_length                                                   0.01     36     -      9     1     0   src/libstrongswan/asn1/asn1.c:246
 621   array_destroy_function                                        0.01     25     -      9     1     0   src/libstrongswan/collections/array.c:563
 622   pgp_encoder_encode                                            0.01     39     -     13     0     0   src/libstrongswan/plugins/pgp/pgp_encoder.c:64
 623   array_bsearch                                                 0.01     26     -      8     0     1   src/libstrongswan/collections/array.c:482
 624   free_align                                                    0.01     10     -      3     2     0   src/libstrongswan/utils/utils/align.c:48
 625   ike_cfg_get_family                                            0.01     32     -     12     0     0   src/libcharon/config/ike_cfg.c:520
 626   memstr                                                        0.01     14     -      7     0     1   src/libstrongswan/utils/utils/memory.c:117
 627   encryption_algorithm_to_oid                                   0.01     46     -     12     0     0   src/libstrongswan/crypto/crypters/crypter.c:121
 628   rng_get_bytes_not_zero                                        0.01     13     -      7     1     0   src/libstrongswan/crypto/rngs/rng.c:29
 629   encryption_algorithm_is_aead                                  0.01     17     -     12     0     0   src/libstrongswan/crypto/crypters/crypter.c:177
 630   hasher_algorithm_to_oid                                       0.01     40     -     12     0     0   src/libstrongswan/crypto/hashers/hasher.c:370
 631   path_first_separator                                          0.01     15     -      6     1     0   src/libstrongswan/utils/utils/path.c:31
 632   extract_token                                                 0.01     15     -      6     1     0   src/libstrongswan/utils/lexparser.c:50
 633   array_invoke                                                  0.01     17     -      6     1     0   src/libstrongswan/collections/array.c:512
 634   cred_encoding_args                                            0.01     29     -      6     1     0   src/libstrongswan/credentials/cred_encoding.c:56
 635   asn1_known_oid                                                0.01     18     -      6     1     0   src/libstrongswan/asn1/asn1.c:73
 636   vici_verify_type                                              0.01     21     -     10     0     0   src/libcharon/plugins/vici/vici_message.c:81
 637   chunk_equals                                                  0.01      5     -      5     0     1   src/libstrongswan/utils/chunk.h:343
 638   certificate_matches                                           0.01     22     -     10     0     0   src/libstrongswan/credentials/certificates/certificate.c:70
 639   chunk_equals                                                  0.01      5     -      5     0     1   src/libstrongswan/utils/chunk.h:343
 640   malloc_align                                                  0.01     15     -      5     0     1   src/libstrongswan/utils/utils/align.c:24
 641   chunk_clear                                                   0.01     12     -      5     1     0   src/libstrongswan/utils/chunk.h:241
 642   chunk_equals                                                  0.01      5     -      5     0     1   src/libstrongswan/utils/chunk.h:343
 643   chunk_clear                                                   0.01     12     -      5     1     0   src/libstrongswan/utils/chunk.h:241
 644   chunk_create_clone                                            0.01     10     -      5     0     1   src/libstrongswan/utils/chunk.c:42
 645   openssl_ecdh_group_to_nid                                     0.01     23     -     10     0     0   src/libstrongswan/plugins/openssl/openssl_ec_diffie_hellman.c:278
 646   chunk_length                                                  0.01     20     -      5     1     0   src/libstrongswan/utils/chunk.c:59
 647   backtrace_create                                              0.01     21     -      5     0     1   src/libstrongswan/utils/backtrace.c:940
 648   child_delete_destroy_and_force_reestablish                    0.01     44     -     10     0     0   src/libcharon/sa/ikev2/tasks/child_delete.c:228
 649   openssl_fingerprint                                           0.01     35     -     10     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:100
 650   chunk_clear                                                   0.01     12     -      5     1     0   src/libstrongswan/utils/chunk.h:241
 651   chunk_clear                                                   0.01     12     -      5     1     0   src/libstrongswan/utils/chunk.h:241
 652   child_delete_destroy_and_reestablish                          0.01     43     -     10     0     0   src/libcharon/sa/ikev2/tasks/child_delete.c:219
 653   print_label                                                   0.01     18     -      5     1     0   src/swanctl/swanctl.c:65
 654   chunk_equals                                                  0.01      5     -      5     0     1   src/libstrongswan/utils/chunk.h:343
 655   command_usage                                                 0.01     34     -     10     0     0   src/pki/command.c:213
 656   utils_memrchr                                                 0.01     11     -      5     1     0   src/libstrongswan/utils/utils/memory.c:139
 657   vici_parse_name_eq                                            0.01     11     -      9     0     0   src/libcharon/plugins/vici/libvici.c:505
 658   route_entry_destroy                                           0.01      9     -      4     1     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:980
 659   scep_build_request                                            0.01     59     -      9     0     0   src/pki/scep/scep.c:163
 660   retransmission_timeout_total                                  0.01     20     -      9     0     0   src/libcharon/sa/task_manager.c:74
 661   vici_parse                                                    0.01     23     -      9     0     0   src/libcharon/plugins/vici/libvici.c:459
 662   command_getopt                                                0.01     13     -      4     1     0   src/pki/command.c:111
 663   ipsec_sa_cfg_equals                                           0.01     10     -      9     0     0   src/libstrongswan/ipsec/ipsec_types.c:58
 664   chunk_compare                                                 0.01      7     -      4     0     1   src/libstrongswan/utils/chunk.c:816
 665   vici_parse_name                                               0.01     13     -      4     1     0   src/libcharon/plugins/vici/libvici.c:487
 666   load_swanctl_conf                                             0.01     20     -      4     0     1   src/swanctl/swanctl.c:34
 667   fetcher_default_callback                                      0.01     11     -      4     0     1   src/libstrongswan/fetcher/fetcher.c:22
 668   netlink_add_attribute                                         0.01     13     -      4     0     1   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:837
 669   proposal_select                                               0.01     36     -      8     0     0   src/libstrongswan/crypto/proposal/proposal.c:1404
 670   wait_sigint                                                   0.01      8     -      3     1     0   src/libstrongswan/utils/utils.c:127
 671   chunk_skip_zero                                               0.01      6     -      3     1     0   src/libstrongswan/utils/chunk.h:312
 672   parse_ts                                                      0.01     13     -      3     0     1   src/pki/pki.c:345
 673   chunk_skip_zero                                               0.01      6     -      3     1     0   src/libstrongswan/utils/chunk.h:312
 674   scep_parse_caps                                               0.01     16     -      8     0     0   src/pki/scep/scep.c:94
 675   chunk_skip_zero                                               0.01      6     -      3     1     0   src/libstrongswan/utils/chunk.h:312
 676   pseudo_random_function_from_oid                               0.01     16     -      8     0     0   src/libstrongswan/crypto/prfs/prf.c:43
 677   strerror_safe                                                 0.01     26     -      8     0     0   src/libstrongswan/utils/utils/strerror.c:81
 678   command_register                                              0.01     31     -      8     0     0   src/pki/command.c:161
 679   chunk_skip_zero                                               0.01      6     -      3     1     0   src/libstrongswan/utils/chunk.h:312
 680   ike_sa_get_dynamic_hosts                                      0.01     29     -      7     0     0   src/libcharon/sa/ike_sa.c:3306
 681   memset_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:85
 682   vici_dump                                                     0.01      6     -      2     1     0   src/libcharon/plugins/vici/libvici.c:449
 683   vici_stringify                                                0.01      6     -      2     0     1   src/libcharon/plugins/vici/vici_message.c:68
 684   chunk_hash_seed                                               0.01     26     -      7     0     0   src/libstrongswan/utils/chunk.c:1035
 685   file_logger_time_precision_parse                              0.01     10     -      7     0     0   src/libcharon/bus/listeners/file_logger.c:365
 686   asn1_build_known_oid                                          0.01     22     -      7     0     0   src/libstrongswan/asn1/asn1.c:108
 687   memset_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:85
 688   plugin_features_add                                           0.01      5     -      2     1     0   src/libstrongswan/plugins/plugin_feature.h:361
 689   memmove_noop                                                  0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:71
 690   memcpy_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:48
 691   memmove_noop                                                  0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:71
 692   memset_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:85
 693   memcpy_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:48
 694   plugin_features_add                                           0.01      5     -      2     1     0   src/libstrongswan/plugins/plugin_feature.h:361
 695   plugin_features_add                                           0.01      5     -      2     1     0   src/libstrongswan/plugins/plugin_feature.h:361
 696   memset_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:85
 697   memmove_noop                                                  0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:71
 698   memcpy_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:48
 699   retransmission_timeout                                        0.01     13     -      7     0     0   src/libcharon/sa/task_manager.c:50
 700   redirect_data_create                                          0.01     28     -      7     0     0   src/libcharon/sa/redirect_manager.c:219
 701   openssl_asn1_to_time                                          0.01     23     -      7     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:295
 702   eap_type_from_string                                          0.01     26     -      7     0     0   src/libstrongswan/eap/eap.c:104
 703   memcpy_noop                                                   0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:48
 704   memmove_noop                                                  0.01      2     -      2     0     1   src/libstrongswan/utils/utils/memory.h:71
 705   htoun32                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:128
 706   untoh16                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:156
 707   htoun32                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:128
 708   htoun16                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:114
 709   chunk_equals_const                                            0.01     13     -      6     0     0   src/libstrongswan/utils/chunk.h:356
 710   htoule32                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:243
 711   vici_find                                                     0.01      8     -      1     1     0   src/libcharon/plugins/vici/libvici.c:647
 712   path_last_separator                                           0.01     15     -      6     0     0   src/libstrongswan/utils/utils/path.c:54
 713   memeq                                                         0.01      2     -      1     0     1   src/libstrongswan/utils/utils/memory.h:33
 714   htoun64                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:142
 715   htoun32                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:128
 716   htoun16                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:114
 717   htoule16                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:216
 718   htoule32                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:243
 719   untoh64                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:186
 720   untoh32                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:171
 721   htoule16                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:216
 722   untoh64                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:186
 723   untoh32                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:171
 724   uletoh32                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:228
 725   untoh16                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:156
 726   uletoh16                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:201
 727   uletoh32                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:228
 728   ike_cfg_has_address                                           0.01     22     -      6     0     0   src/libcharon/config/ike_cfg.c:566
 729   untoh16                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:156
 730   uletoh16                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:201
 731   chunk_free                                                    0.01      3     -      1     1     0   src/libstrongswan/utils/chunk.h:232
 732   chunk_free                                                    0.01      3     -      1     1     0   src/libstrongswan/utils/chunk.h:232
 733   chunk_free                                                    0.01      3     -      1     1     0   src/libstrongswan/utils/chunk.h:232
 734   uletoh16                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:201
 735   uletoh32                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:228
 736   chunk_free                                                    0.01      3     -      1     1     0   src/libstrongswan/utils/chunk.h:232
 737   untoh32                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:171
 738   untoh64                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:186
 739   htoule16                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:216
 740   htoule32                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:243
 741   htoun16                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:114
 742   openssl_x509_name2id                                          0.01     15     -      6     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:259
 743   htoun64                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:142
 744   memeq                                                         0.01      2     -      1     0     1   src/libstrongswan/utils/utils/memory.h:33
 745   memeq                                                         0.01      2     -      1     0     1   src/libstrongswan/utils/utils/memory.h:33
 746   htoun64                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:142
 747   allocate_serial                                               0.01     22     -      6     0     0   src/pki/pki.c:367
 748   htoun32                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:128
 749   htoun16                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:114
 750   htoule32                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:243
 751   htoule16                                                      0.01      3     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:216
 752   untoh64                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:186
 753   untoh32                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:171
 754   uletoh32                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:228
 755   untoh16                                                       0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:156
 756   memeq                                                         0.01      2     -      1     0     1   src/libstrongswan/utils/utils/memory.h:33
 757   htoun64                                                       0.01      4     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:142
 758   uletoh16                                                      0.01      5     -      1     0     1   src/libstrongswan/utils/utils/byteorder.h:201
 759   enum_add_enum_names                                           0.01     13     -      5     0     0   src/libstrongswan/utils/enum.c:30
 760   strcasepfx                                                    0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:69
 761   strcasepfx                                                    0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:69
 762   strpfx                                                        0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:45
 763   hashtable_equals_str                                          0.01      4     -      5     0     0   src/libstrongswan/collections/hashtable.c:187
 764   strcasepfx                                                    0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:69
 765   chunk_to_hex                                                  0.01     19     -      5     0     0   src/libstrongswan/utils/chunk.c:481
 766   linked_list_match_str                                         0.01      6     -      5     0     0   src/libstrongswan/collections/linked_list.c:54
 767   time_monotonic                                                0.01     16     -      5     0     0   src/libstrongswan/utils/utils/time.c:34
 768   strcasepfx                                                    0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:69
 769   strpfx                                                        0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:45
 770   ike_sa_is_delete_queued                                       0.01     18     -      5     0     0   src/libcharon/sa/ike_sa.c:2043
 771   strpfx                                                        0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:45
 772   strpfx                                                        0.01      4     -      5     0     0   src/libstrongswan/utils/utils/string.h:45
 773   enum_to_name                                                  0.01     11     -      5     0     0   src/libstrongswan/utils/enum.c:73
 774   streq                                                         0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:29
 775   kdf_has_fixed_output_length                                   0.00      9     -      4     0     0   src/libstrongswan/crypto/kdfs/kdf.c:28
 776   payload_get_field                                             0.00     10     -      4     0     0   src/libcharon/encoding/payloads/payload.c:324
 777   array_sort                                                    0.00     16     -      4     0     0   src/libstrongswan/collections/array.c:435
 778   dbg_default_set_level                                         0.00     10     -      4     0     0   src/libstrongswan/utils/debug.c:118
 779   strncaseeq                                                    0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:61
 780   strncaseeq                                                    0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:61
 781   strneq                                                        0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:37
 782   enum_remove_enum_names                                        0.00     11     -      4     0     0   src/libstrongswan/utils/enum.c:53
 783   certificate_is_newer                                          0.00     12     -      4     0     0   src/libstrongswan/credentials/certificates/certificate.c:48
 784   netlink_get_buflen                                            0.00     12     -      4     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:636
 785   sec_labels_equal                                              0.00      2     -      4     0     0   src/libstrongswan/selectors/sec_label.h:145
 786   strneq                                                        0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:37
 787   strncaseeq                                                    0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:61
 788   streq                                                         0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:29
 789   openssl_asn1_int2chunk                                        0.00     11     -      4     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:243
 790   strcaseeq                                                     0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:53
 791   path_absolute                                                 0.00     10     -      4     0     0   src/libstrongswan/utils/utils/path.c:143
 792   netlink_reserve                                               0.00     18     -      4     0     0   src/libcharon/plugins/kernel_netlink/kernel_netlink_shared.c:902
 793   openssl_bn_split                                              0.00     11     -      4     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:177
 794   strcaseeq                                                     0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:53
 795   strcaseeq                                                     0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:53
 796   strneq                                                        0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:37
 797   key_exchange_is_kem                                           0.00      9     -      4     0     0   src/libstrongswan/crypto/key_exchange.c:621
 798   streq                                                         0.00      2     -      4     0     0   src/libstrongswan/utils/utils/string.h:29
 799   openssl_asn1_known_oid                                        0.00     10     -      4     0     0   src/libstrongswan/plugins/openssl/openssl_util.c:287
